domain,scheme,x,rep,gen,best_fitness,mean_fitness,best_distance,mean_distance,mean_novelty
evogym,darwinian,0.5,1,1,0.38834104991662843,0.27530209744723705,2.9313077252263393,1.4630647641973893,0.25915121406474817
evogym,darwinian,0.5,1,2,0.42436070112744756,0.2791829500874074,3.9980202969835883,1.5578478170442644,0.22879619920397215
evogym,darwinian,0.5,1,3,0.42436070112744756,0.32730681946450113,4.113828077079094,2.0966536243543974,0.20585870513666152
evogym,darwinian,0.5,1,4,0.42835684002105534,0.34227382341163104,4.113828077079094,2.377029158025637,0.17855022146192973
evogym,darwinian,0.5,1,5,0.44856414893814084,0.3563330682689456,4.672812854104304,2.6706340302667897,0.17589272978714685
evogym,darwinian,0.5,1,6,0.44856414893814084,0.3735031569796895,4.719524946749968,3.083891958520536,0.14936719947774363
evogym,darwinian,0.5,1,7,0.45830393983199424,0.3725342662920191,4.777590830886281,3.1517331052817883,0.14921305395039064
evogym,darwinian,0.5,1,8,0.45830393983199424,0.383207015046628,4.871507242823237,3.4776249801140926,0.13751431204240602
evogym,darwinian,0.5,1,9,0.47414229506774586,0.37169087959342206,5.9119387928628,3.5872881199157107,0.15069375520456665
evogym,darwinian,0.5,1,10,0.47414229506774586,0.37856156665220375,5.9119387928628,3.658439090968879,0.15067240306114002
evogym,darwinian,0.5,1,11,0.47414229506774586,0.38706228770659606,5.9119387928628,3.808307087152822,0.14303858504787406
evogym,darwinian,0.5,1,12,0.47414229506774586,0.37645423190524974,5.9119387928628,3.7435375567377513,0.13365909082209135
evogym,darwinian,0.5,1,13,0.47414229506774586,0.3931713234742082,5.9119387928628,3.9199013518368835,0.14057514399342233
evogym,darwinian,0.5,1,14,0.47414229506774586,0.3848682715226689,5.9119387928628,3.8619131993240225,0.13605590087482347
evogym,darwinian,0.5,1,15,0.47414229506774586,0.40292044777369573,5.9119387928628,4.177754085569528,0.1252931608458239
evogym,darwinian,0.5,1,16,0.47414229506774586,0.3880817017907056,5.9119387928628,3.9492289611646307,0.13933215043644315
evogym,darwinian,0.5,1,17,0.47414229506774586,0.3973574617869349,5.9119387928628,4.122929923456788,0.1343251323357318
evogym,darwinian,0.5,1,18,0.47414229506774586,0.40516638725298487,5.9119387928628,4.234464863027084,0.14252952698327673
evogym,darwinian,0.5,1,19,0.47679617746292124,0.3963058784505516,6.166117911524103,4.296963598014147,0.13876546559897576
evogym,darwinian,0.5,1,20,0.5026977965576234,0.3983724140037777,6.204171411141929,4.3857890140933025,0.1345029376710269
evogym,darwinian,0.5,1,21,0.5026977965576234,0.3952350648616961,6.204171411141929,4.324879917738476,0.1423494305146438
evogym,darwinian,0.5,1,22,0.5154282052403053,0.394069857737358,6.831422365557931,4.532102228254044,0.13898746630722525
evogym,darwinian,0.5,1,23,0.5154282052403053,0.407170143456169,6.831422365557931,4.752402187762848,0.13778004348954592
